Grade,Subject,Chapter No.,Chapter,Part No.,Content_Title,Duration,youtube_link
Class 11,गणित,12,त्रिविमीय ज्यामिति का परिचय,4,पाठ्यपुस्तक प्रश्नावली 12.2 ( प्रश्न संख्या 1 से 5 तक ),885,www.youtube.com/embed/EyHP2T7FuIc
Class 11,भौतिक भूगोल के मूल सिद्धांत,3,पृथ्वी की आंतरिक सरंचना,2,भूगर्भ की जानकारी के साधन,1851,www.youtube.com/embed/9rLjEFnMq4k
Class 11,गणित,12,त्रिविमीय ज्यामिति का परिचय,5,पाठ्यपुस्तक उदाहरण 12.3 ( प्रश्न संख्या 7 से 10 तक ),1100,www.youtube.com/embed/XaYNgil09g0
Class 11,गणित,12,त्रिविमीय ज्यामिति का परिचय,7,पाठ्यपुस्तक विविध प्रश्नावली 12 ( प्रश्न संख्या 1 से 6 तक ),1522,www.youtube.com/embed/3c4IIZ7V4V4
Class 11,गणित,11,शंकु परिच्छेद,1,परिचय,1271,www.youtube.com/embed/J4-Kl_skSuw
Class 11,गणित,11,शंकु परिच्छेद,2,पाठ्यपुस्तक प्रश्नावली 11 .1 ( प्रश्न संख्या 1 से 5 तक ),498,www.youtube.com/embed/Hm2DQx0tWHY
Class 11,गणित,11,शंकु परिच्छेद,3,पाठ्यपुस्तक प्रश्नावली 11 .1 ( प्रश्न संख्या 6 से 11 तक ),638,www.youtube.com/embed/Q58QMtO65bo
Class 11,गणित,11,शंकु परिच्छेद,5,पाठ्यपुस्तक प्रश्नावली 11 .1 ( प्रश्न संख्या 13 से 15 तक ),581,www.youtube.com/embed/sbNNn9UBLfQ
Class 11,गणित,11,शंकु परिच्छेद,6,परवलय,784,www.youtube.com/embed/qSEkSdWxz20
Class 11,गणित,11,शंकु परिच्छेद,7,पाठ्यपुस्तक प्रश्नावली 11 .2 ( प्रश्न संख्या 1 से 6 तक ),454,www.youtube.com/embed/Qy5h4msTznk
Class 11,जीव विज्ञान,13,उच्च पादपों में प्रकाश - संश्लेषण,1,प्रकाश-संश्लेषण अभिक्रिया,1675,www.youtube.com/embed/alqRt-jb4MI
Class 11,जीव विज्ञान,13,उच्च पादपों में प्रकाश - संश्लेषण,6,चक्रीय एवं अचक्रीय फोटो-फोस्फोरीलेशन,582,www.youtube.com/embed/z7dr5Xt9y9w
Class 11,भौतिक भूगोल के मूल सिद्धांत,5,खनिज एवं शैल,2,शैल,2114,www.youtube.com/embed/tEm4lxVNabY
Class 11,गणित,12,त्रिविमीय ज्यामिति का परिचय,1,परिचय,575,www.youtube.com/embed/jSZjytzM7oo
Class 11,गणित,11,शंकु परिच्छेद,4,पाठ्यपुस्तक प्रश्नावली 11 .1 ( प्रश्न संख्या 10 से 12 तक ),861,www.youtube.com/embed/YcfI2r8D3aE
Class 11,भौतिक भूगोल के मूल सिद्धांत,5,खनिज एवं शैल,3,अवसादी,1044,www.youtube.com/embed/1UYCT-M7424
Class 11,गणित,12,त्रिविमीय ज्यामिति का परिचय,6,पाठ्यपुस्तक प्रश्नावली 12.3 ( प्रश्न संख्या 1 से 5 तक ),904,www.youtube.com/embed/Qk4D8bB_tIA
Class 11,रसायन विज्ञान,8,अपचयोपचय अभिक्रियाएँ,4,ऑक्सीकरण अंक,586,www.youtube.com/embed/q-VA2s4vXCk
Class 11,जीव विज्ञान,13,उच्च पादपों में प्रकाश - संश्लेषण,9,केल्विन चक्र,1173,www.youtube.com/embed/_L7NYgcmvAM
Class 11,गणित,11,शंकु परिच्छेद,8,पाठ्यपुस्तक प्रश्नावली 11 .1 ( प्रश्न संख्या 7 से 12 तक ),449,www.youtube.com/embed/yhMbeF_YRJU
Class 11,रसायन विज्ञान,8,अपचयोपचय अभिक्रियाएँ,1,परिचय,611,www.youtube.com/embed/Q7OWfwDcytU
Class 11,संस्कृतसाहित्यम्,7,सन्ततिप्रबोधनम् ( संतान को जगान ),1,"महर्षि - अर्विन्दस्य जीवनवृत्तम्, पाठ-परिचय्श्च्",397,www.youtube.com/embed/474Sx6NKcQI
Class 11,संस्कृतसाहित्यम्,7,सन्ततिप्रबोधनम् ( संतान को जगान ),2,पर्तन्त्रताकालः भारतीयानाम् आह्वनञ्च् ( प्रथमद्वितियौ श्लोकौ ),704,www.youtube.com/embed/Sj1p4Rq6vK4
Class 11,संस्कृतसाहित्यम्,9,विज्ञाननौका ( विज्ञान रुपी नाव ),3,"वर्तमानकालिक - सामाजिक परिस्थिति:, आण्विक अस्त्र - शस्त्रद्वारा विश्वे अशान्तिभयञ्च",1032,www.youtube.com/embed/2WshJ8TBZtk
Class 11,संस्कृतसाहित्यम्,9,विज्ञाननौका ( विज्ञान रुपी नाव ),4,"अन्तरिक्षे जीवनशायाः अनुसंधानम्, लोकहित संस्कृति - ज्ञान - विश्वबन्धुत्व - इत्यादीनां ह्रास:, यन्त्र मुग्धन्धता च",833,www.youtube.com/embed/bu71EZt50bE
Class 11,संस्कृतसाहित्यम्,9,विज्ञाननौका ( विज्ञान रुपी नाव ),6,अभ्यासप्रश्नाः ( तृतीयतः षट्प्रश्नपर्यन्तम् ),477,www.youtube.com/embed/JRapeEeW-Fs
Class 11,गृह विज्ञान,2,स्वयं को समझना,1,मुझे 'मैं' कौन बनता है ?,1479,www.youtube.com/embed/kAecetinXZ0
Class 11,गृह विज्ञान,2,स्वयं को समझना,2,अभ्यास प्रश्न,1322,www.youtube.com/embed/pqZnzfXTGXg
Class 11,जीव विज्ञान,14,पादप में श्वसन,2,पादपों में श्वसन का कारण,1538,www.youtube.com/embed/zLqBffKzdNc
Class 11,जीव विज्ञान,14,पादप में श्वसन,3,ग्लाइकोलिसिस,4779,www.youtube.com/embed/NuDC40wr-44
Class 11,जीव विज्ञान,14,पादप में श्वसन,4,किण्वन,1463,www.youtube.com/embed/wC1P-92jIIQ
Class 11,भौतिक भूगोल के मूल सिद्धांत,6,भू - आकृतिक प्रक्रियाएँ,2,अंतर्जनित प्रक्रियाएँ,1818,www.youtube.com/embed/z388-XqjLaM
Class 11,भौतिक भूगोल के मूल सिद्धांत,6,भू - आकृतिक प्रक्रियाएँ,3,बहिर्जनिक प्रक्रियाएँ,1997,www.youtube.com/embed/Nto23RevboI
Class 11,भौतिक भूगोल के मूल सिद्धांत,6,भू - आकृतिक प्रक्रियाएँ,5,बृहत् संचलन और भूस्खलन,809,www.youtube.com/embed/H1cV9QDelcg
Class 11,रसायन विज्ञान,8,अपचयोपचय अभिक्रियाएँ,3,रेडोक्स अभिक्रियाएँ,655,www.youtube.com/embed/PQ_gdjhCgRM
Class 11,संस्कृतसाहित्यम्,7,सन्ततिप्रबोधनम् ( संतान को जगान ),5,भारतीयान् शत्रुनाशाय प्रेरणम् ( सप्तम - अष्ठमौश्लोकौ ),892,www.youtube.com/embed/xNZslA07_cI
Class 11,जीव विज्ञान,14,पादप में श्वसन,1,पादपों में श्वसन,1046,www.youtube.com/embed/Xbug5ZmMZig
Class 11,संस्कृत व्याकरणम्,18,विभक्तिप्रयोग,2,कर्त्ताकारक (प्रथमा विभक्त्ति),828,www.youtube.com/embed/yavBP_72YtQ
Class 11,संस्कृत व्याकरणम्,18,विभक्तिप्रयोग,4,कर्मकारक (द्वितीया विभक्ति) - II (द्विकर्मक धातु),667,www.youtube.com/embed/qNZVisfEKsc
Class 11,संस्कृत व्याकरणम्,18,विभक्तिप्रयोग,7,करण कारक (तृतीया विभक्ति) - I,1114,www.youtube.com/embed/8bifrCmB3ZQ
Class 11,संस्कृत व्याकरणम्,18,विभक्तिप्रयोग,8,करण कारक (तृतीया विभक्ति) - II,785,www.youtube.com/embed/4jdBlQPBqrY
Class 11,संस्कृत व्याकरणम्,18,विभक्तिप्रयोग,10,सम्प्रदान कारक ( चतुर्थी विभक्ति ) - II,744,www.youtube.com/embed/ljT6aMBZaHU
Class 11,संस्कृत व्याकरणम्,18,विभक्तिप्रयोग,11,अपादान कारक ( पंचमी विभक्ति ) - I,537,www.youtube.com/embed/0GUa0IrBp98
Class 11,संस्कृतसाहित्यम्,7,सन्ततिप्रबोधनम् ( संतान को जगान ),4,भारतीयान् शत्रुनाशाय प्रेरणम् ( पञ्चम - षष्ठमौश्लोकौ ),903,www.youtube.com/embed/sGVDPjdt3oo
Class 11,संस्कृतसाहित्यम्,7,सन्ततिप्रबोधनम् ( संतान को जगान ),7,अभ्यासप्रश्नाः ( पञ्चत: दशप्रश्नपर्यन्तम् ),826,www.youtube.com/embed/dmYtyCatSus
Class 11,संस्कृत व्याकरणम्,18,विभक्तिप्रयोग,3,कर्मकारक (द्वितीया विभक्ति),595,www.youtube.com/embed/w_IAcL8ytsU
Class 11,संस्कृत व्याकरणम्,18,विभक्तिप्रयोग,5,कर्मकारक (द्वितीया विभक्ति) - III,924,www.youtube.com/embed/_2z7qcWApNA
Class 11,संस्कृत व्याकरणम्,18,विभक्तिप्रयोग,14,षष्ठी विभक्ति - I,812,www.youtube.com/embed/eYZ2GX6x2WU
Class 11,संस्कृत व्याकरणम्,19,अनुवाद प्रकरणम्,1,अनुवाद-कार्यस्य सामान्यनियमाः,1302,www.youtube.com/embed/1Y-ciHNxxZc
Class 11,संस्कृत व्याकरणम्,19,अनुवाद प्रकरणम्,3,लङ् लकार ( भूतकाल ),394,www.youtube.com/embed/BbAP0anfY-E
Class 11,संस्कृत व्याकरणम्,19,अनुवाद प्रकरणम्,4,लृट् लकार ( भविष्यत् काल ),399,www.youtube.com/embed/o3ASmyVn_qc
Class 11,संस्कृत व्याकरणम्,13,कृदन्त प्रत्यय,8,यत् प्रत्ययः,450,www.youtube.com/embed/Bft294lC-sQ
Class 11,संस्कृत व्याकरणम्,14,तद्धित प्रत्यय,3,इयसुन्-इष्ठन् प्रत्ययश्च,247,www.youtube.com/embed/YIAOE3waHz0
Class 11,संस्कृत व्याकरणम्,14,तद्धित प्रत्यय,5,अण् प्रत्ययः,436,www.youtube.com/embed/PoPrMUBO0Ns
Class 11,संस्कृत व्याकरणम्,21,प्रमुखलेखकानां संक्षिप्तपरिचयः,1,महर्षिः वाल्मीकिः,507,www.youtube.com/embed/bkYtyZLXuEI
Class 11,संस्कृत व्याकरणम्,21,प्रमुखलेखकानां संक्षिप्तपरिचयः,3,महाकवि शुद्रकः,444,www.youtube.com/embed/aYimTKnIiqE
Class 11,संस्कृत व्याकरणम्,21,प्रमुखलेखकानां संक्षिप्तपरिचयः,4,चरकः,363,www.youtube.com/embed/Q4GnaC_VVtE
Class 11,संस्कृत व्याकरणम्,21,प्रमुखलेखकानां संक्षिप्तपरिचयः,6,विद्यापति,275,www.youtube.com/embed/QQAK_PGzYqo
Class 11,संस्कृत व्याकरणम्,21,प्रमुखलेखकानां संक्षिप्तपरिचयः,7,प्रो. श्रीनिवास रथः,297,www.youtube.com/embed/-awdnDicpPg
Class 11,संस्कृत व्याकरणम्,9,णत्वविधानम्,1,णत्वविधानम्,367,www.youtube.com/embed/XlVJMjUrXUA
Class 11,गणित,12,त्रिविमीय ज्यामिति का परिचय,3,पाठ्यपुस्तक उदाहरण 12.2 ( प्रश्न संख्या 3 से 6 तक ),722,www.youtube.com/embed/VPbUYCVYpP4
Class 11,गणित,11,शंकु परिच्छेद,9,"विविध प्रश्नावली 1,2,4,6 व 8",1086,www.youtube.com/embed/Eib4XMeY8Q8
Class 11,संस्कृतसाहित्यम्,7,सन्ततिप्रबोधनम् ( संतान को जगान ),3,भारतीयानां वैशिष्ट्यम् ( तृतीयचतुर्थौ श्लोकौ ),801,www.youtube.com/embed/QEoJnaPh_xk
Class 11,संस्कृतसाहित्यम्,9,विज्ञाननौका ( विज्ञान रुपी नाव ),5,अभ्यासप्रश्ना: ( प्रथमतः द्वितीयप्रश्नपर्यन्तम् ),516,www.youtube.com/embed/G_YjFWQOmFg
Class 11,भौतिक भूगोल के मूल सिद्धांत,6,भू - आकृतिक प्रक्रियाएँ,4,अपक्षय,2283,www.youtube.com/embed/YbNPQyRH1rE
Class 11,संस्कृत व्याकरणम्,18,विभक्तिप्रयोग,18,कारक-सार:,832,www.youtube.com/embed/uNdlBb7KljM
Class 11,संस्कृत व्याकरणम्,13,कृदन्त प्रत्यय,2,शतृ-शानच् प्रत्ययौ,590,www.youtube.com/embed/SQLMVjf6Kp4
Class 11,संस्कृत व्याकरणम्,21,प्रमुखलेखकानां संक्षिप्तपरिचयः,2,महर्षिः वेदव्यासः,360,www.youtube.com/embed/W2VnYtgxhGw
Class 11,संस्कृत व्याकरणम्,21,प्रमुखलेखकानां संक्षिप्तपरिचयः,9,रविंद्रनाथ टैगोर,279,www.youtube.com/embed/jYte38HuB1Q
Class 11,संस्कृत व्याकरणम्,21,प्रमुखलेखकानां संक्षिप्तपरिचयः,11,अन्न अन्नभट्ट:,422,www.youtube.com/embed/k2L1ycVZgp0
Class 11,गणित,10,सरल रेखाएँ,12,"विविध प्रश्नवाली 10 ( प्रश्न संख्या 1,3,6,7 व 8 )",1026,www.youtube.com/embed/1hg0Cc754dU
Class 11,गणित,10,सरल रेखाएँ,13,"विविध प्रश्नवाली 10 ( प्रश्न संख्या 11 से 14 व 17,18 )",1445,www.youtube.com/embed/6iv4CMMX0Zk
Class 11,रसायन विज्ञान,7,साम्यावस्था,3,साम्यावस्था स्थिरांक की गणना,1210,www.youtube.com/embed/0Uc-Dp411xU
Class 11,रसायन विज्ञान,7,साम्यावस्था,5,kp व kc में संबन्ध,679,www.youtube.com/embed//Xc7JZDTi-5M
Class 11,रसायन विज्ञान,7,साम्यावस्था,7,समांगी उत्क्रमणीय अभिक्रिया Δ,765,www.youtube.com/embed/4bjbq0kgQnI
Class 11,रसायन विज्ञान,7,साम्यावस्था,10,वैद्युत अपघट्य,230,www.youtube.com/embed/S3WIWHDx-3k
Class 11,रसायन विज्ञान,8,अपचयोपचय अभिक्रियाएँ,5,विशेष अंको के ऑक्सीकरण अंक,687,www.youtube.com/embed/FS7TH-bI7IQ
Class 11,संस्कृतसाहित्यम्,7,सन्ततिप्रबोधनम् ( संतान को जगान ),6,अभ्यासप्रश्नाः ( प्रथमतः चतुर्थ प्रश्न पर्यन्तम् ),789,www.youtube.com/embed/rIPb_9yDC9s
Class 11,संस्कृत व्याकरणम्,19,अनुवाद प्रकरणम्,2,लट् लकार ( वर्तमान काल ),561,www.youtube.com/embed/-zU9MGNiDo4
Class 11,संस्कृत व्याकरणम्,13,कृदन्त प्रत्यय,3,तव्यत्-आनीयर् प्रत्ययौ,617,www.youtube.com/embed/id56N_oJN1Y
Class 11,संस्कृत व्याकरणम्,14,तद्धित प्रत्यय,6,मयट्-ठक्-ढक् प्रत्ययाः,316,www.youtube.com/embed/qUyui05TbOc
Class 11,संस्कृत व्याकरणम्,12,धातुरूप,1,धातु रूप (वाक्येषु क्रियाप्रयोगः),487,www.youtube.com/embed/qm2pk3-IJJw
Class 11,संस्कृत व्याकरणम्,20,नाट्यविषयक शब्दावली,1,नाट्यविषयक शब्दावली परिचयः,881,www.youtube.com/embed/P-XeKRF7hq4
Class 11,संस्कृत व्याकरणम्,21,प्रमुखलेखकानां संक्षिप्तपरिचयः,8,अभिराज राजेन्द्रमिश्रः,305,www.youtube.com/embed/9UMYYo49lag
Class 11,रसायन विज्ञान,7,साम्यावस्था,12,ब्रोस्टेड - लॉरी की अम्ल - क्षार धारणा,531,www.youtube.com/embed/9KmPmZhBQn4
Class 11,रसायन विज्ञान,7,साम्यावस्था,13,लुईस की अम्ल - क्षार धारणा,268,www.youtube.com/embed/AbhycK_BPe4
Class 11,रसायन विज्ञान,7,साम्यावस्था,15,अरेनियस का आयनिक सिद्धान्त,564,www.youtube.com/embed/9g1ikqrNc7M
Class 11,रसायन विज्ञान,7,साम्यावस्था,16,जल का आयनिक गुणनफल,280,www.youtube.com/embed/KIMD-cCXPoQ
Class 11,रसायन विज्ञान,7,साम्यावस्था,17,प्रबल अम्ल एवं दुर्बल क्षार से मिलकर बने लवण का जल अपघटन,1661,www.youtube.com/embed/UwPTcZLkCIM
Class 11,संस्कृत व्याकरणम्,13,कृदन्त प्रत्यय,6,क्त्वा-ल्यप् प्रत्ययौ,740,www.youtube.com/embed/NTaBhy55Qj8
Class 11,संस्कृत व्याकरणम्,16,अव्ययप्रयोग,1,अव्यय - प्रयोगाः,1111,www.youtube.com/embed/OQbpUmY3Sp4
Class 11,रसायन विज्ञान,7,साम्यावस्था,11,अरेनियस की अम्ल - क्षार धारणा,469,www.youtube.com/embed/qTW8O01KAcI
Class 11,जीव विज्ञान,14,पादप में श्वसन,5,ऑक्सी श्वसन,1661,www.youtube.com/embed/b-cuZmJ9VmM
Class 11,रसायन विज्ञान,8,अपचयोपचय अभिक्रियाएँ,2,इलेक्ट्रॉनिक धारणा,966,www.youtube.com/embed/PIDlXA2kruE
Class 11,संस्कृतसाहित्यम्,9,विज्ञाननौका ( विज्ञान रुपी नाव ),1,"कवे परिचय:, पाठ परिचयश्च",419,www.youtube.com/embed/quaGJgkRYfM
Class 11,संस्कृत व्याकरणम्,18,विभक्तिप्रयोग,1,"कारकसामान्यपरिचयः, विभक्त्तिपरिच्श्च",850,www.youtube.com/embed/PY2Q5teqNzc
Class 11,संस्कृत व्याकरणम्,18,विभक्तिप्रयोग,17,अधिकरण कारक ( सप्तमी विभक्ति ) - II,699,www.youtube.com/embed/jldH_7PtUdc
Class 11,संस्कृत व्याकरणम्,10,षत्वविधानम्,1,षत्वविधानम्,464,www.youtube.com/embed/i9Una4vuelM
Class 11,रसायन विज्ञान,7,साम्यावस्था,8,समांगी उत्क्रमणीय अभिक्रिया,595,www.youtube.com/embed/OkfadxgRU5s
Class 11,गृह विज्ञान,2,स्वयं को समझना,3,(ख) स्वयं का विकास एवं विशेषताएँ,1777,www.youtube.com/embed/7Z75ssR-1Pc
Class 11,गृह विज्ञान,2,स्वयं को समझना,4,(ख) स्वयं का विकास एवं विशेषताएँ,2521,www.youtube.com/embed/bFzJOWCLKQI
Class 11,अर्थशास्त्र,8,आधारिक संरचना,1,आधारिक संरचना क्या है?,1354,www.youtube.com/embed/2imvitiEAHo
Class 11,जीव विज्ञान,14,पादप में श्वसन,7,इलेक्ट्रॉन परिवहन तंत्र अथवा ऑक्सीकरणी फॉस्फोरिलिकरण,2188,www.youtube.com/embed/R2OcoJ5BY0c
Class 11,जीव विज्ञान,14,पादप में श्वसन,8,श्वसनीय संतुलन चार्ट,1404,www.youtube.com/embed/WCpRJxlj7DA
Class 11,संस्कृतसाहित्यम्,9,विज्ञाननौका ( विज्ञान रुपी नाव ),2,"वर्तमाने ज्ञानगङ्गाया: ह्रास:, विज्ञानस्य प्रभाव:, राजनीतिक - परिद्रिश्यञ्च्",943,www.youtube.com/embed/yMpCykW-aNE
Class 11,संस्कृत व्याकरणम्,18,विभक्तिप्रयोग,12,अपादान कारक ( पंचमी विभक्ति ) - II,529,www.youtube.com/embed/Jgms5s4UFFU
Class 11,संस्कृत व्याकरणम्,18,विभक्तिप्रयोग,15,षष्ठी विभक्ति - II,455,www.youtube.com/embed/ZHA6chSAJSA
Class 11,संस्कृत व्याकरणम्,19,अनुवाद प्रकरणम्,7,"अनुवादस्य अन्य - नियमाः , अभ्यासश्च",1025,www.youtube.com/embed/FxQBtwb6yyo
Class 11,संस्कृत व्याकरणम्,13,कृदन्त प्रत्यय,1,"कृदन्त प्रत्ययानां सामान्यपरिचयः , क्त-क्तवतु प्रत्ययौ च",1074,www.youtube.com/embed/Tm364i90cSE
Class 11,संस्कृत व्याकरणम्,13,कृदन्त प्रत्यय,9,णिनी-अच् प्रत्ययौ,302,www.youtube.com/embed/IbxwIvL5zeg
Class 11,संस्कृत व्याकरणम्,11,शब्दरूप,1,शब्द रूपाणि,471,www.youtube.com/embed/7dP3eXkqVj4
Class 11,संस्कृत व्याकरणम्,17,प्र्शन्निर्माणम्,1,प्रश्ननिर्माणम्,1249,www.youtube.com/embed/OYBHCyWRuE8
Class 11,संस्कृत व्याकरणम्,21,प्रमुखलेखकानां संक्षिप्तपरिचयः,5,महर्षिः अरविन्दः,280,www.youtube.com/embed/_6eNNLnXxnM
Class 11,जीव विज्ञान,14,पादप में श्वसन,9,ऐंफीबोलिक पथ,1941,www.youtube.com/embed/0zOh3mRiT-8
Class 11,भौतिक भूगोल के मूल सिद्धांत,6,भू - आकृतिक प्रक्रियाएँ,1,परिचय,1624,www.youtube.com/embed/WvdV9lipqT4
Class 11,संस्कृत व्याकरणम्,18,विभक्तिप्रयोग,6,कर्मकारक (उपपद द्वितीया विभक्ति) - IV,647,www.youtube.com/embed/Ekxqpz_tMiY
Class 11,संस्कृत व्याकरणम्,18,विभक्तिप्रयोग,9,सम्प्रदान कारक (चतुर्थी विभक्ति ) - I,734,www.youtube.com/embed/usFvVW92wn4
Class 11,संस्कृत व्याकरणम्,18,विभक्तिप्रयोग,16,अधिकरण कारक ( सप्तमी विभक्ति ) - I,472,www.youtube.com/embed/_2IwRjX-Uh0
Class 11,संस्कृत व्याकरणम्,19,अनुवाद प्रकरणम्,6,"विधिलिङ् लकार ( प्रेरणार्थक, चाहिए अर्थ में )",507,www.youtube.com/embed/SPy_vaJuH7c
Class 11,संस्कृत व्याकरणम्,13,कृदन्त प्रत्यय,7,तुमुन् प्रत्ययः,316,www.youtube.com/embed/-VBPIE0RLOM
Class 11,संस्कृत व्याकरणम्,14,तद्धित प्रत्यय,2,त्व-तल् प्रत्ययश्च,371,www.youtube.com/embed/tnVqbNDItKA
Class 11,संस्कृत व्याकरणम्,14,तद्धित प्रत्यय,4,इनि-ठन प्रत्ययश्च,321,www.youtube.com/embed/TK4NMgJL9lg
Class 11,संस्कृत व्याकरणम्,21,प्रमुखलेखकानां संक्षिप्तपरिचयः,10,महात्मा गाँधी,417,www.youtube.com/embed/kmjD9T7-i_E
Class 11,संस्कृत व्याकरणम्,19,अनुवाद प्रकरणम्,8,अभ्यासः,355,www.youtube.com/embed/W794TY9iZbk
Class 11,रसायन विज्ञान,7,साम्यावस्था,2,द्रव्य अनुपाती क्रिया का नियम,1299,www.youtube.com/embed/PYV3mSR5lKY
Class 11,व्यवसाय अध्ययन,5,व्यवसाय की उभरती पद्धतियाँ,1,ई - बिजनेस,2019,www.youtube.com/embed/kr8lp0NmGJY
Class 11,जीव विज्ञान,14,पादप में श्वसन,6,ट्राइकार्बोक्सिलिक अम्ल चक्र (टीसीए),1697,www.youtube.com/embed/d6BmvrLglDI
Class 11,अर्थशास्त्र में सांख्यिकी,2,आँकड़ों का संग्रह,1,सांख्यिकी आँकड़े,2054,www.youtube.com/embed/hZXLBMVlpUk
Class 11,अर्थशास्त्र में सांख्यिकी,5,केंद्रीय प्रवृति के माप,1,समान्तर माध्य,2180,www.youtube.com/embed/clMH8AdZTSw
Class 11,अर्थशास्त्र में सांख्यिकी,5,केंद्रीय प्रवृति के माप,3,बहुलक,1219,www.youtube.com/embed/xupgz1EnjrU
Class 11,अंग्रेजी - Book 2 (HORNBILL),7,The Adventure,1,An unexpected shock,984,www.youtube.com/embed/R3dVfuXvpHA
Class 11,अंग्रेजी - Book 2 (HORNBILL),7,The Adventure,2,Battle of panipat,780,www.youtube.com/embed/UIeoUDOOfWA
Class 11,लेखाशास्त्र,7,"ह्रास, प्रावधान और संचय",6,प्रावधान एवं संचय,1001,www.youtube.com/embed/IoKacH-OYj4
Class 11,लेखाशास्त्र,7,"ह्रास, प्रावधान और संचय",7,लघुत्तरात्मक प्रश्न,687,www.youtube.com/embed/MqH1EqaTQFg
Class 11,लेखाशास्त्र,7,"ह्रास, प्रावधान और संचय",8,आंकिक प्रश्न (भाग - 1,1502,www.youtube.com/embed/TtV3h5hT4-k
Class 11,लेखाशास्त्र,7,"ह्रास, प्रावधान और संचय",12,आंकिक प्रश्न (भाग - 5),1013,www.youtube.com/embed/d_wcXg4WKBo
Class 11,लेखाशास्त्र,7,"ह्रास, प्रावधान और संचय",13,आंकिक प्रश्न (भाग - 6),978,www.youtube.com/embed/3NY7HH10878
Class 11,संस्कृत व्याकरणम्,18,विभक्तिप्रयोग,13,अपादान कारक ( उपपद पंचमी विभक्ति ) - III,467,www.youtube.com/embed/ib0WGZzkaGY
Class 11,संस्कृत व्याकरणम्,19,अनुवाद प्रकरणम्,5,लोट् लकार ( आज्ञार्थक ),431,www.youtube.com/embed/2bePiDR1KD0
Class 11,संस्कृत व्याकरणम्,13,कृदन्त प्रत्यय,4,क्तिन्-ल्युट् प्रत्ययौ,432,www.youtube.com/embed/3cGdfo-SSbY
Class 11,संस्कृत व्याकरणम्,15,स्त्री प्रत्यय,1,टाप्-ङीप् प्रत्ययौ,440,www.youtube.com/embed/SKnIrckrriY
Class 11,व्यवसाय अध्ययन,5,व्यवसाय की उभरती पद्धतियाँ,2,सेवाओं का बाह्यकर,956,www.youtube.com/embed/ZyBDtMy2K84
Class 11,लेखाशास्त्र,7,"ह्रास, प्रावधान और संचय",14,आंकिक प्रश्न (भाग - 7),1019,www.youtube.com/embed/u5dx3gZI25o
Class 11,लेखाशास्त्र,8,विनिमय विपत्र,1,विनिमय - विपत्र की परिभाषा,1744,www.youtube.com/embed/eLM87dtuEeM
Class 11,लेखाशास्त्र,8,विनिमय विपत्र,3,विनिमय-विपत्र का अनादरण एवं नवीनीकरण,1070,www.youtube.com/embed/t5rSdYfLOZY
Class 11,लेखाशास्त्र,8,विनिमय विपत्र,6,आंकिक प्रश्न (भाग - 1),745,www.youtube.com/embed/sXrEvgf2I7g
Class 11,लेखाशास्त्र,8,विनिमय विपत्र,7,आंकिक प्रश्न (भाग - 2),1068,www.youtube.com/embed/AuNPKATtgCU
Class 11,लेखाशास्त्र,8,विनिमय विपत्र,10,आंकिक प्रश्न (भाग - 5),1306,www.youtube.com/embed/OSbETeB1R5M
Class 11,लेखाशास्त्र,8,विनिमय विपत्र,11,आंकिक प्रश्न (भाग - 6),1395,www.youtube.com/embed/ap4qUygXj-8
Class 11,लेखाशास्त्र,8,विनिमय विपत्र,12,आंकिक प्रश्न (भाग - 7),1251,www.youtube.com/embed/oaE3S-AtPZA
Class 11,भारत का संविधान सिद्धांत और व्यवहार,2,भारतीय संविधान में अधिकार,1,अधिकार एक परिचय,1299,www.youtube.com/embed/GY-RQBEw6hY
Class 11,संस्कृत व्याकरणम्,13,कृदन्त प्रत्यय,5,ण्वुल्-तृच् प्रत्ययौ,665,www.youtube.com/embed/Tjk5rO25tC8
Class 11,संस्कृत व्याकरणम्,14,तद्धित प्रत्यय,1,"तद्धित प्रत्ययानां सामान्यपरिचयः , तरप्-तपम् प्रत्ययश्च",549,www.youtube.com/embed/-lCkGbR06_Q
Class 11,रसायन विज्ञान,7,साम्यावस्था,1,परिचय,759,www.youtube.com/embed/dyXOxve_Y4U
Class 11,रसायन विज्ञान,7,साम्यावस्था,9,लीशातलिये का नियम,744,www.youtube.com/embed/odv5aFsxAgM
Class 11,रसायन विज्ञान,7,साम्यावस्था,14,दुर्बल अम्लों तथा दुर्बल क्षारो का वियोजन,418,www.youtube.com/embed/eN4Dxrdnilo
Class 11,अर्थशास्त्र में सांख्यिकी,1,परिचय,1,भाग - 1,1469,www.youtube.com/embed/uicgYddsG6o
Class 11,लेखाशास्त्र,7,"ह्रास, प्रावधान और संचय",11,आंकिक प्रश्न (भाग - 4),1534,www.youtube.com/embed/wFHT5WM8j-s
Class 11,लेखाशास्त्र,8,विनिमय विपत्र,5,लघुत्तरात्मक प्रश्न,1084,www.youtube.com/embed/jTqB-1FgNSg
Class 11,भारत का संविधान सिद्धांत और व्यवहार,4,कार्यपालिका,4,स्थायी कार्यपालिका,779,www.youtube.com/embed/WUQ7TgTQKl4
Class 11,भारत का संविधान सिद्धांत और व्यवहार,4,कार्यपालिका,5,प्रश्नावली,735,www.youtube.com/embed/RDFyRVrkzMY
