Grade,Subject,Chapter No.,Chapter,Part No.,Content_Title,Duration,youtube_link
Class 6,गणित,5,प्रारंभिक आकारों को समझना,13,प्रश्नावली 5 .8 के प्रश्न,850,www.youtube.com/embed/8ZSNCyGD6B4
Class 6,गणित,6,पूर्णांक,4,प्रश्नावली 6 .2 के उदाहरण,861,www.youtube.com/embed/CI3jK6GCgUg
Class 6,गणित,6,पूर्णांक,7,प्रश्नावली 6 .3 के प्रश्न,1431,www.youtube.com/embed/D1LfH9c6PvA
Class 6,हमारे अतीत - 1,9,"व्यापारी, राजा और तीर्थयात्री",1,व्यापार और व्यापारी,410,www.youtube.com/embed/_4fVEtxDsxg
Class 6,विज्ञान,13,चुंबकों द्वारा मनोरंजन,2,अभ्यास प्रश्न,626,www.youtube.com/embed/WBRkUkFkN6A
Class 6,गणित,8,दशमलव,10,प्रश्नवाली 8.5 के उदाहरण,616,www.youtube.com/embed/iuK3yx2bw0A
Class 6,गणित,8,दशमलव,13,प्रश्नवाली 8.6 के प्रश्न,1686,www.youtube.com/embed/IdsOZsDAFRs
Class 6,गणित,9,आँकड़ों का प्रबंधन,4,प्रश्नावली 9.3 के प्रश्न,1159,www.youtube.com/embed/wmTdHHPYI4E
Class 6,गणित,7,भिन्न,15,प्रश्नावली 7.6 के प्रश्न संख्या 1 से 4 तक,1497,www.youtube.com/embed/AMmA1IiCps8
Class 6,हमारे अतीत - 1,8,खुशहाल गाँव और समृद्ध शहर,3,नगर : अनेक गतिविधियों के केन्द्र,886,www.youtube.com/embed/u1FyLtBpEL4
Class 6,विज्ञान,12,विद्युत तथा परिपथ,3,अभ्यास प्रश्न,500,www.youtube.com/embed/U2tHNaq5zJk
Class 6,हमारे अतीत - 1,10,नए साम्राज्य और राज्य,1,क्या बताती हैं प्रशस्तियाँ,569,www.youtube.com/embed/MVni90fb5CE
Class 6,हमारे अतीत - 1,10,नए साम्राज्य और राज्य,3,नए प्रकार की सेना,871,www.youtube.com/embed/ZBTQ24fRI1I
Class 6,हमारे अतीत - 1,11,"इमारतें, चित्र और किताबें",3,पुराण,722,www.youtube.com/embed/RHQjQNrH6aI
Class 6,हमारे अतीत - 1,11,"इमारतें, चित्र और किताबें",4,पाठ्यपुस्तक के प्रश्न,410,www.youtube.com/embed/2ESnp2i3w6g
Class 6,गणित,7,भिन्न,11,प्रश्नावली 7.4 के प्रश्न संख्या 5 से 10 तक,2291,www.youtube.com/embed/aFsOlEJK49U
Class 6,विज्ञान,12,विद्युत तथा परिपथ,2,विद्युत् परिपथ,1157,www.youtube.com/embed/4VSpo_nQ2gs
Class 6,हमारे अतीत - 1,10,नए साम्राज्य और राज्य,4,पाठ्यपुस्तक के प्रश्न,430,www.youtube.com/embed/weqcIgLg-dY
Class 6,हमारे अतीत - 1,9,"व्यापारी, राजा और तीर्थयात्री",2,समुद्र तटों से लगे राज्य,742,www.youtube.com/embed/Bh06zruHENM
Class 6,हमारे अतीत - 1,11,"इमारतें, चित्र और किताबें",1,धातु विज्ञान - लौह स्तंभ,456,www.youtube.com/embed/W6tY7-6e-kE
Class 6,सिंधी,2,ग़ऱीब जी दिलि,1,भांगो पहरियो,642,www.youtube.com/embed/sJJJYQgfE3o
Class 6,सिंधी,2,ग़ऱीब जी दिलि,2,भांगो बियो,508,www.youtube.com/embed/bAF7rpYxebQ
Class 6,सिंधी,1,भारतु देशु महानु,1,भांगो पहरियो,495,www.youtube.com/embed/yTuxjQ6pj-g
Class 6,हमारे अतीत - 1,10,नए साम्राज्य और राज्य,2,वंशावलियाँ,587,www.youtube.com/embed/_LGGcjYRuzE
Class 6,हमारे अतीत - 1,11,"इमारतें, चित्र और किताबें",2,मंदिर स्थापत्य कला,588,www.youtube.com/embed/kB-Q6wkis54
Class 6,सिंधी,3,पावागढ़ जो सैरु,2,भांगो बियो,616,www.youtube.com/embed/34_ptGzjpuc
Class 6,सिंधी,4,मज़ेदारु पाछो,1,भांगो पहरियो,461,www.youtube.com/embed/qdiMNoZEDHs
Class 6,सिंधी,6,योग्यता जी सफ़लता,1,भांगो पहरियो,473,www.youtube.com/embed/QtDzcRE5bLw
Class 6,सिंधी,6,योग्यता जी सफ़लता,2,भांगो बियो,635,www.youtube.com/embed/DEcOEiDxjDc
Class 6,सिंधी,7,साईकिलि,2,भांगो बियो,240,www.youtube.com/embed/wBPa2paK5yY
Class 6,सिंधी,8,गुफ़्तगू,1,भांगो पहरियो,623,www.youtube.com/embed/yulIYL67GCs
Class 6,सिंधी,8,गुफ़्तगू,2,भांगो बियो,448,www.youtube.com/embed/P9eLdUWEivU
Class 6,सिंधी,4,मज़ेदारु पाछो,2,भांगो बियो,463,www.youtube.com/embed/c13Bhzdjt0U
Class 6,सिंधी,1,भारतु देशु महानु,2,भांगो बियो,377,www.youtube.com/embed/1SBVNhpNqh4
Class 6,सिंधी,5,यकि तन्दुरुस्ती हज़ार नैमत,2,भांगो बियो,965,www.youtube.com/embed/LC3VpVlhpkY
Class 6,सिंधी,9,इन्साफ़ु,1,भांगो पहरियो,545,www.youtube.com/embed/KGI37iskbaQ
Class 6,सिंधी,3,पावागढ़ जो सैरु,1,भांगो पहरियो,659,www.youtube.com/embed/mgoa5_8yubs
Class 6,विज्ञान,14,जल,1,जल का महत्त्व,1034,www.youtube.com/embed/OFoVISLPDNo
Class 6,विज्ञान,14,जल,3,अभ्यास प्रश्न,620,www.youtube.com/embed/o5m4acK_jog
Class 6,विज्ञान,15,हमारे चारों ओर वायु,2,अभ्यास प्रश्न,410,www.youtube.com/embed/xhzxMjZr7n8
Class 6,विज्ञान,16,कचरा - संग्रहण एवं निपटान,3,अभ्यास प्रश्न,332,www.youtube.com/embed/Cpx02S8qokU
Class 6,सिंधी,7,साईकिलि,1,भांगो पहरियो,341,www.youtube.com/embed/OdcEBk-i6wM
Class 6,सिंधी,5,यकि तन्दुरुस्ती हज़ार नैमत,1,भांगो पहरियो,845,www.youtube.com/embed/ZHYE-fiCUeE
Class 6,सिंधी,9,इन्साफ़ु,2,भांगो बियो,589,www.youtube.com/embed/_x6EDUVon04
Class 6,विज्ञान,15,हमारे चारों ओर वायु,1,हमारे चारों ओर वायु,1147,www.youtube.com/embed/20VS18HcdJM
Class 6,विज्ञान,16,कचरा - संग्रहण एवं निपटान,2,कागज़ का पुनःचक्रण,739,www.youtube.com/embed/dRtNrg6sKB4
Class 6,विज्ञान,14,जल,2,जलचक्र,1264,www.youtube.com/embed/rbF2bzOhIpk
Class 6,सिंधी,10,सुठा बार,1,भांगो पहरियो,401,www.youtube.com/embed/fvkQf5XBcIg
Class 6,सिंधी,10,सुठा बार,2,भांगो बियो,716,www.youtube.com/embed/gzzdRaLYL-0
Class 6,विज्ञान,16,कचरा - संग्रहण एवं निपटान,1,कचरे का निपटान,949,www.youtube.com/embed/Ba6CpNl81Kc
Class 7,English ( Poem ),1,The Squirrel,2,Working With The Poem,420,www.youtube.com/embed/cwk9vdeFJ7g
Class 7,English ( Poem ),2,The Rebel,2,Working With The Poem,623,www.youtube.com/embed/_mXG7HN29m0
Class 7,English ( Poem ),4,Chivvy,1,Poem,596,www.youtube.com/embed/UOmlEqp-e5E
Class 7,English ( Poem ),4,Chivvy,2,Working With The Poem,443,www.youtube.com/embed/6cTX0PzvPik
Class 7,English ( Poem ),5,Tress,1,Poem,579,www.youtube.com/embed/Yx52K8-tufw
Class 7,English ( Poem ),6,Mystery of The Talking Fan,1,Poem,345,www.youtube.com/embed/8Qcg1zCryc8
Class 7,English ( Poem ),6,Mystery of The Talking Fan,2,Working With The Poem,270,www.youtube.com/embed/rz-WAa_mRxE
Class 7,English ( Poem ),7,Dad And The Cat And The Tree,1,Poem,865,www.youtube.com/embed/OQXKS3k5SWs
Class 7,English ( Poem ),7,Dad And The Cat And The Tree,2,Working With The Poem,577,www.youtube.com/embed/TlzlBJUDqBs
Class 7,English ( Poem ),8,Meadow Surprises,2,Working With The Poem,372,www.youtube.com/embed/KIV8BmGNRvU
Class 7,English ( Poem ),1,The Squirrel,1,Poem,812,www.youtube.com/embed/AA4Lcr1TLk8
Class 7,English ( Poem ),3,The Shed,1,Poem,993,www.youtube.com/embed/oVHjUNbUGfU
Class 7,English ( Poem ),2,The Rebel,1,Poem,881,www.youtube.com/embed/yYBkxgIWN_k
Class 7,English ( Poem ),9,Garden Snake,1,Poem,412,www.youtube.com/embed//LjTC9Md8bDY
Class 7,English ( Poem ),3,The Shed,2,Working With The Poem,730,www.youtube.com/embed/ZyvdC8UZuiI
Class 7,English ( Poem ),5,Tress,2,Working With The Poem,296,www.youtube.com/embed/DBFBENhu_qg
Class 7,English ( Poem ),9,Garden Snake,2,Working With The Poem,303,www.youtube.com/embed/kUtBXiOU_9g
Class 7,English ( Poem ),8,Meadow Surprises,1,Poem,762,www.youtube.com/embed/AFTqZLx2kco
Class 7,अंग्रेजी,2,A Gift Of Chappals,1,The Secret,1005,www.youtube.com/embed/DLF6tqv_LqQ
Class 7,अंग्रेजी,2,A Gift Of Chappals,2,Ancestors Of The Kitten,638,www.youtube.com/embed/g7jOB_g7IQ4
Class 7,अंग्रेजी,2,A Gift Of Chappals,4,Comprehension,342,www.youtube.com/embed/D72KBwyJBQQ
Class 7,अंग्रेजी,2,A Gift Of Chappals,6,The Beggar,580,www.youtube.com/embed/yjfmEGLbnto
Class 7,अंग्रेजी,1,Three Question,3,Working With The Text,987,www.youtube.com/embed/szBWPA1FOkc
Class 7,अंग्रेजी,2,A Gift Of Chappals,3,A Weird Sound,571,www.youtube.com/embed/90uQV_R2QOc
Class 7,अंग्रेजी,2,A Gift Of Chappals,8,The Missing Chappals,410,www.youtube.com/embed/FGpYnPsqR7o
Class 7,अंग्रेजी,4,The Ashes That Made Trees Bloom,1,The Hidden Treasure,852,www.youtube.com/embed/xvaqpSPuzJQ
Class 7,अंग्रेजी,4,The Ashes That Made Trees Bloom,3,Treasure In The Hand-Mill,523,www.youtube.com/embed/GxXtV7g2iWI
Class 7,अंग्रेजी,4,The Ashes That Made Trees Bloom,4,The Evil Neighbours,309,www.youtube.com/embed/hT8EulkAvYs
Class 7,अंग्रेजी,4,The Ashes That Made Trees Bloom,5,Comprehension,309,www.youtube.com/embed/XXlG27q6I0g
Class 7,अंग्रेजी,4,The Ashes That Made Trees Bloom,7,Greed Of The Evil Neighbour,616,www.youtube.com/embed/vIrK17GT0Vo
Class 7,अंग्रेजी,1,Three Question,2,Answers Of King's Three Questions,1606,www.youtube.com/embed/3WgOgQnjks0
Class 7,अंग्रेजी,2,A Gift Of Chappals,5,Appearance Of Music Master,720,www.youtube.com/embed/Zrzu5cOVdBM
Class 7,अंग्रेजी,4,The Ashes That Made Trees Bloom,2,Death Of The Dog,628,www.youtube.com/embed/2dhkSgHO30k
Class 7,अंग्रेजी,4,The Ashes That Made Trees Bloom,6,Magic Of The Ash,753,www.youtube.com/embed/Hxy46bHqq84
Class 7,अंग्रेजी,4,The Ashes That Made Trees Bloom,8,Working With The Text,472,www.youtube.com/embed/AtSMvFgW65c
Class 7,अंग्रेजी,1,Three Question,4,Working With The Language,419,www.youtube.com/embed/np2qJYCgnpQ
Class 7,अंग्रेजी,2,A Gift Of Chappals,10,Comprehension,275,www.youtube.com/embed/NgGyz5AsSFM
Class 7,अंग्रेजी,2,A Gift Of Chappals,11,Working With The Text,661,www.youtube.com/embed/sHeEPSNdYiU
Class 7,अंग्रेजी,2,A Gift Of Chappals,7,The Good Deed Of The Children,396,www.youtube.com/embed/mjDcJrX-a8U
Class 7,अंग्रेजी,1,Three Question,1,King's Three Questions,2004,www.youtube.com/embed/3aGP5CNVIiU
Class 7,अंग्रेजी,2,A Gift Of Chappals,9,Rukku Manni's Anger,680,www.youtube.com/embed/L63bx0YO2Kk
Class 7,अंग्रेजी,4,The Ashes That Made Trees Bloom,9,Working with the language,1003,www.youtube.com/embed/spOV8P5Sfbc
Class 7,अंग्रेजी,2,A Gift Of Chappals,12,Working With The Language,417,www.youtube.com/embed/u1MdjtHTIA8
Class 7,अंग्रेजी,5,Quality,6,Stubbornness of Mr. Gessler,363,www.youtube.com/embed/B51ssiKtb80
Class 7,अंग्रेजी,7,The Invention of Vita-Wonk,1,Search for the Old Things,804,www.youtube.com/embed/eNkkICVB-94
Class 7,अंग्रेजी,7,The Invention of Vita-Wonk,3,Effects of Vita-Wonk,473,www.youtube.com/embed/q5gYl9uCiDY
Class 7,अंग्रेजी,9,A Bicycle in Good Repair,1,Wobble in the Bicycle,370,www.youtube.com/embed/IxmBV0Kr2ZI
Class 7,अंग्रेजी,9,A Bicycle in Good Repair,2,Looking for Problem in the Bicycle,425,www.youtube.com/embed/FzkoeqO6l7M
Class 7,अंग्रेजी,9,A Bicycle in Good Repair,3,Comprehension,274,www.youtube.com/embed/ZzCGbYxIY_U
Class 7,अंग्रेजी,9,A Bicycle in Good Repair,4,Weakness of the Author,529,www.youtube.com/embed/eDociYkm1_8
Class 7,अंग्रेजी,9,A Bicycle in Good Repair,7,Working with the Text,486,www.youtube.com/embed/h6Jzxb9WVeA
Class 7,अंग्रेजी,7,The Invention of Vita-Wonk,4,Working with the Text,399,www.youtube.com/embed/zyc0Rk5DZoc
Class 7,अंग्रेजी,9,A Bicycle in Good Repair,6,The Fight,568,www.youtube.com/embed/BOxI8YLEkHM
Class 7,अंग्रेजी,5,Quality,8,Working with the language,538,www.youtube.com/embed/-SXfic1ytFQ
Class 7,अंग्रेजी,7,The Invention of Vita-Wonk,5,Working with the language,271,www.youtube.com/embed/znwqjgF4rRE
Class 7,अंग्रेजी,5,Quality,1,The Little Shoe Shop in London,557,www.youtube.com/embed/TS2Wc97CZjo
Class 7,अंग्रेजी,7,The Invention of Vita-Wonk,2,Comprehension,229,www.youtube.com/embed/J-j4Nl2vT-s
Class 7,अंग्रेजी,9,A Bicycle in Good Repair,5,Cheerfulness of Author's Friend,325,www.youtube.com/embed/7CiYAHuSR6E
Class 7,अंग्रेजी,5,Quality,2,Order of New Shoes,509,www.youtube.com/embed/EppXD1qTB3U
Class 7,अंग्रेजी,5,Quality,4,Younger Brother of Mr. Gessler,496,www.youtube.com/embed/4_bpUTvJFTQ
Class 7,अंग्रेजी,5,Quality,3,Hardships of Mr. Gessler,571,www.youtube.com/embed/dsPBY5B7uwc
Class 7,अंग्रेजी,5,Quality,5,The New Shop,364,www.youtube.com/embed/a2wRS89bIpo
Class 7,अंग्रेजी,5,Quality,7,Working with the Text,331,www.youtube.com/embed/6F-SiHYyvng
Class 7,अंग्रेजी,3,Gopal And The Hilsa-Fish,1,King's Challenge,666,www.youtube.com/embed/6vMiZI7JuNk
Class 7,अंग्रेजी,3,Gopal And The Hilsa-Fish,3,Cleverness Of Gopal,415,www.youtube.com/embed/iGpJDf34on4
Class 7,अंग्रेजी,3,Gopal And The Hilsa-Fish,4,Working With The Text,456,www.youtube.com/embed/vH5pGThEks0
Class 7,अंग्रेजी,3,Gopal And The Hilsa-Fish,2,Gopal's Madness,403,www.youtube.com/embed/fbpGU80BKAw
Class 7,अंग्रेजी,6,Expert Detectives,1,Doubt Of Maya,687,www.youtube.com/embed/4ec8oZuRwSs
Class 7,अंग्रेजी,6,Expert Detectives,6,Nishad's Opinion About Mr. Nath,460,www.youtube.com/embed/HU33sUSF9mE
Class 7,अंग्रेजी,6,Expert Detectives,7,Maya's Opinion About Mr. Nath,371,www.youtube.com/embed/qL8dkTQ7x7A
Class 7,अंग्रेजी,6,Expert Detectives,2,Nishad's Visit At Mr. Nath's House,575,www.youtube.com/embed/hve_maSxE6k
Class 7,अंग्रेजी,6,Expert Detectives,3,A Strange Thing About Mr. Nath,658,www.youtube.com/embed/JxXMPZ3WS28
Class 7,अंग्रेजी,6,Expert Detectives,5,Facts About Mr. Nath,685,www.youtube.com/embed/nJ-BozUPpJw
Class 7,अंग्रेजी,6,Expert Detectives,4,Comprehension,187,www.youtube.com/embed/ZPdLvzpi-Yk
Class 7,अंग्रेजी,6,Expert Detectives,8,Working With The Text,298,www.youtube.com/embed/oVVVHH0U9qY
Class 7,अंग्रेजी,8,Fire - Friend And Foe,2,Fire - A Bad Master,459,www.youtube.com/embed/odHNbxxbBHc
Class 7,अंग्रेजी,10,The Story Of Cricket,1,History Of Cricket,547,www.youtube.com/embed/f4l6gFYTVcY
Class 7,अंग्रेजी,10,The Story Of Cricket,2,Reason Behind Oddities,490,www.youtube.com/embed/V4wgugS4DnM
Class 7,अंग्रेजी,10,The Story Of Cricket,3,Equipment Of Cricket,406,www.youtube.com/embed/-yKyTNP6TiI
Class 7,अंग्रेजी,10,The Story Of Cricket,4,Comprehension,122,www.youtube.com/embed/L2Yzid6qlb0
Class 7,अंग्रेजी,10,The Story Of Cricket,5,Origin Of Indian Cricket,430,www.youtube.com/embed/w1xqEehkfqk
Class 7,अंग्रेजी,10,The Story Of Cricket,7,Comprehension,108,www.youtube.com/embed/CMDo0vlUEfo
Class 7,अंग्रेजी,10,The Story Of Cricket,8,Impact Of Technology,538,www.youtube.com/embed/xqV-KUd87tM
Class 7,अंग्रेजी,8,Fire - Friend And Foe,1,What Is Fire,672,www.youtube.com/embed/aL222mPFk0s
Class 7,अंग्रेजी,8,Fire - Friend And Foe,4,Various Fire Prevention Norms,550,www.youtube.com/embed/LeajM9OE4U4
Class 7,अंग्रेजी,8,Fire - Friend And Foe,5,Working With The Text,530,www.youtube.com/embed/e9sJ1QcGgnE
Class 7,अंग्रेजी,10,The Story Of Cricket,6,The Indian Players,373,www.youtube.com/embed/X8n1BtAz9i0
Class 7,अंग्रेजी,10,The Story Of Cricket,9,Working With The Text,521,www.youtube.com/embed/5JpwpFlFH7A
Class 7,अंग्रेजी,6,Expert Detectives,9,Working With The language,494,www.youtube.com/embed/45d2fTXm27Q
Class 7,अंग्रेजी,10,The Story Of Cricket,10,Working With The language,420,www.youtube.com/embed/uHW85P4o6uw
Class 7,अंग्रेजी,8,Fire - Friend And Foe,6,Working With The language,485,www.youtube.com/embed/FxeSGGZK26A
Class 7,अंग्रेजी,8,Fire - Friend And Foe,3,Various Kinds Of Fire,368,www.youtube.com/embed/VJL-7XF-1g8
Class 7,अंग्रेजी,9,A Bicycle in Good Repair,8,Working With The language,942,www.youtube.com/embed/DyM-IfWjkEs
Class 7,उर्दू,2,अपना काम खुद करो | اپنا کام خود کرو,1,अपना काम खुद करो | اپنا کام خود کرو,2012,www.youtube.com/embed/7iDoC3K1XmE
Class 7,उर्दू,4,हर इंसान बराबर है | ہر انسان برابر ہے,1,हर इंसान बराबर है | ہر انسان برابر ہے,2182,www.youtube.com/embed/4s0ZzdXBN9s
Class 7,उर्दू,3,कुनैन | کوُنین,1,कुनैन | کوُنین,2043,www.youtube.com/embed/yntSckX2aAs
Class 7,उर्दू,1,मेरा हिन्दुस्तान वतन | میرا ہندوستان وطن,1,मेरा हिन्दुस्तान वतन | میرا ہندوستان وطن,2158,www.youtube.com/embed/ag3nBysSHNw
Class 7,उर्दू,5,सादगी | سادگی,1,सादगी | سادگی,2240,www.youtube.com/embed/rtYt1BLfLRk
Class 7,उर्दू,6,आगरे का सफ़र | آگرے کا سفر,1,आगरे का सफ़र | آگرے کا سفر,2083,www.youtube.com/embed/hFWXFuC9g7U
Class 7,उर्दू,10,पानी ( پانی ),1,पानी ( پانی ),1463,www.youtube.com/embed/vvcCCjZlKCg
Class 7,उर्दू,12,कौन बड़ा है ( کون بڑا ہے ),1,कौन बड़ा है ( کون بڑا ہے ),1713,www.youtube.com/embed/3COLf6z-pGw
Class 7,उर्दू,15,पैदल से हवाई जहाज़ तक ( پ پیدل سے ہوائی جہاز تک ),1,पैदल से हवाई जहाज़ तक ( پ پیدل سے ہوائی جہاز تک ),2226,www.youtube.com/embed/D3dPFqeb0Ro
Class 7,उर्दू,16,नील गगन में तारे ( نیل گگن میں تارے ),1,नील गगन में तारे ( نیل گگن میں تارے ),1791,www.youtube.com/embed/91NI-l5ghno
Class 7,उर्दू,7,बसंत ( بسنت ),1,बसंत ( بسنت ),1762,www.youtube.com/embed/vF_-IxCP5TM
Class 7,उर्दू,11,चाँद बी बी ( پاند بی بی ),1,चाँद बी बी ( پاند بی بی ),1776,www.youtube.com/embed/6Z2bc0OIXOw
Class 7,उर्दू,7,बसंत ( بسنت ),1,तोते की चालाकी ( طوطے کی چالاکی ),2122,www.youtube.com/embed/THHvEh4R14w
Class 7,उर्दू,14,सोने का चूहा ( سونے کا چوہا ),1,सोने का चूहा ( سونے کا چوہا ),1973,www.youtube.com/embed/ZL2Qhzj4-eE
Class 7,उर्दू,9,कोलतार ( کولتار ),1,कोलतार ( کولتار ),1887,www.youtube.com/embed/_w7uKVnbHRc
Class 7,उर्दू,18,परिन्दों का शैदाई ( پرندوں کا شیدائی ),1,परिन्दों का शैदाई ( پرندوں کا شیدائی ),1761,www.youtube.com/embed/71DHWe3RTs4
Class 7,उर्दू,20,चिडिय़ा घर की सैर ( چڑیا گھر کی سیر ),1,चिडिय़ा घर की सैर ( چڑیا گھر کی سیر ),1543,www.youtube.com/embed/TZy4NRqmrgg
Class 7,उर्दू,13,क़लम ( قلم ),1,क़लम ( قلم ),1343,www.youtube.com/embed/r3E75fMuktc
Class 7,उर्दू,17,मौक़ा परस्त ( موقع پرست ),1,मौक़ा परस्त,2073,www.youtube.com/embed/iPdlPFgvgpg
Class 7,उर्दू,19,उर्दू ज़बान हमारी ( اردو زبان ہماری ),1,उर्दू ज़बान हमारी ( اردو زبان ہماری ),1623,www.youtube.com/embed/7HZApvoi9nM
Class 7,उर्दू क़वायद,1,इस्म - ज़मीर,1,इस्म - ज़मीर,783,www.youtube.com/embed/sliWHrMKuls
Class 7,उर्दू क़वायद,4,अर्ज़ी,1,अर्ज़ी,919,www.youtube.com/embed/76Hsd6pcNCo
Class 7,उर्दू क़वायद,7,मज़मून,1,मज़मून,1562,www.youtube.com/embed/p7UCUwul9TQ
Class 7,उर्दू क़वायद,5,वाह़िद और जमा,1,वाह़िद और जमा,2091,www.youtube.com/embed/m8W_Yvt76BI
Class 7,उर्दू क़वायद,6,मुताजा़द,1,मुताजा़द,1496,www.youtube.com/embed/ZOS-YkSovkY
Class 7,उर्दू क़वायद,2,सिफ़त-फै़ल,1,सिफ़त-फै़ल,486,www.youtube.com/embed/4YYFYpk78oo
Class 7,उर्दू क़वायद,3,मुज़क्कर -मोन्नस,1,मुज़क्कर -मोन्नस,406,www.youtube.com/embed/hG6Kycc2aYk
Class 7,गणित,1,पूर्णांक,1,परिचय,1035,www.youtube.com/embed/uzMKMWiJn1o
Class 7,गणित,1,पूर्णांक,2,प्रश्नावली 1.1 (प्रश्न संख्या 1 से 6),977,www.youtube.com/embed/c28gkY7Sgec
Class 7,गणित,1,पूर्णांक,3,प्रश्नावली 1.1 (प्रश्न संख्या 7 और 8),701,www.youtube.com/embed/UuS6IISS5Ko
Class 7,गणित,1,पूर्णांक,4,प्रश्नावली 1.1 (प्रश्न संख्या 9 से 10),875,www.youtube.com/embed/1EO2QFdamBg
Class 7,गणित,1,पूर्णांक,5,पूर्णाकों के योग व व्यवकलन के गुण,1377,www.youtube.com/embed/b3qdj5wE1QQ
Class 7,गणित,1,पूर्णांक,6,प्रश्नावली 1.2 (प्रश्न संख्या 1 से 4 ),635,www.youtube.com/embed/Jk7GK_Na4Fc
Class 7,गणित,1,पूर्णांक,7,पूर्णाकों का गुणन,796,www.youtube.com/embed/FGF_kNySQY0
Class 7,गणित,1,पूर्णांक,8,पूर्णांकों के गुणन के गुण,755,www.youtube.com/embed/4xpxRHS6dXc
Class 7,गणित,1,पूर्णांक,9,प्रश्नावली 1.3 के उदाहरण,751,www.youtube.com/embed/YYEZOvrMk8M
Class 7,गणित,1,पूर्णांक,10,प्रश्नावली 1.3 के प्रश्न संख्या 1 से 3,682,www.youtube.com/embed/Z4MKNgyGy20
Class 7,गणित,1,पूर्णांक,11,प्रश्नावली 1.3 के प्रश्न संख्या 4 से 6,944,www.youtube.com/embed/DhskORsx_Z4
Class 7,गणित,1,पूर्णांक,12,प्रश्नावली 1.3 के प्रश्न संख्या 7 से 9,590,www.youtube.com/embed/869eyWBXiho
Class 7,गणित,1,पूर्णांक,13,पूर्णाकों का विभाजन व पूर्णाकों के भाग के गुण,574,www.youtube.com/embed/9DSmMqlkZOg
Class 7,गणित,1,पूर्णांक,14,प्रश्नावली 1.4 के उदाहरण 6 व 7,873,www.youtube.com/embed/oQtiljSeFkI
Class 7,गणित,1,पूर्णांक,15,प्रश्नावली 1.4 के प्रश्न संख्या 1 से 3,1010,www.youtube.com/embed/hENPacMZobM
Class 7,गणित,1,पूर्णांक,16,प्रश्नावली 1.4 के प्रश्न संख्या 4 से 6,1066,www.youtube.com/embed/OcIkQBmJjcc
Class 7,गणित,2,भिन्न एवं दशमलव,1,परिचय,387,www.youtube.com/embed/VXhbqwKic9I
Class 7,गणित,2,भिन्न एवं दशमलव,2,प्रश्नावली 2.1 के उदाहरण,760,www.youtube.com/embed/WDZntxedHlo
Class 7,गणित,2,भिन्न एवं दशमलव,3,प्रश्नावली 2.1 के प्रश्न संख्या 1 व 2,1147,www.youtube.com/embed/inlHKP2juxc
Class 7,गणित,2,भिन्न एवं दशमलव,4,प्रश्नावली 2.1 के प्रश्न संख्या 3 से 5,1089,www.youtube.com/embed/0D5sRjIyfTo
Class 7,गणित,2,भिन्न एवं दशमलव,5,प्रश्नावली 2.1 के प्रश्न संख्या 6 से 8,583,www.youtube.com/embed/tTRZ998Oz1o
Class 7,गणित,2,भिन्न एवं दशमलव,6,भिन्न का पूर्ण संख्या के साथ गुणन,467,www.youtube.com/embed/LxdECikzoa4
Class 7,गणित,2,भिन्न एवं दशमलव,7,प्रश्नावली - 2.2 के प्रश्न संख्या 1 व 2,666,www.youtube.com/embed/ayAHNG8d4DY
Class 7,गणित,2,भिन्न एवं दशमलव,8,प्रश्नावली 2.2 के प्रश्न संख्या 3 से 5,823,www.youtube.com/embed/LWRJGAYb_xo
Class 7,गणित,2,भिन्न एवं दशमलव,9,प्रश्नावली 2.2 के प्रश्न संख्या 6 से 8,737,www.youtube.com/embed/FSk8CZ4EaPY
Class 7,गणित,2,भिन्न एवं दशमलव,10,भिन्न का भिन्न से गुणन,391,www.youtube.com/embed/1qdZiX1RkAQ
Class 7,गणित,2,भिन्न एवं दशमलव,11,प्रश्नावली 2.3 के प्रश्न संख्या 1 से 2,501,www.youtube.com/embed/bZUT4UVtX-Q
Class 7,गणित,2,भिन्न एवं दशमलव,12,प्रश्नावली 2.3 के प्रश्न संख्या 3 से 5,960,www.youtube.com/embed/yVW0wLfcx7o
Class 7,गणित,2,भिन्न एवं दशमलव,13,प्रश्नावली 2.3 के प्रश्न संख्या 6 से 8,401,www.youtube.com/embed/2FDA57Vz3c
Class 7,गणित,2,भिन्न एवं दशमलव,14,भिन्नो का भाग,822,www.youtube.com/embed/oDi-Zv1lh8Q
Class 7,गणित,2,भिन्न एवं दशमलव,15,प्रश्नावली 2.4 के प्रश्न संख्या 1 व 2,678,www.youtube.com/embed/Ps9OPcZI3MQ
Class 7,गणित,2,भिन्न एवं दशमलव,16,प्रश्नावली 2.4 के प्रश्न संख्या 3 व 4,652,www.youtube.com/embed/Zjd1iThi6xw
Class 7,गणित,2,भिन्न एवं दशमलव,17,प्रश्नावली 2.5 के प्रश्न संख्या 1 से 3,1445,www.youtube.com/embed/CZezbl9oIsg
Class 7,गणित,2,भिन्न एवं दशमलव,18,प्रश्नावली 2.5 के प्रश्न संख्या 4 से 6,751,www.youtube.com/embed/RPD14teY3pA
Class 7,गणित,2,भिन्न एवं दशमलव,19,प्रश्नावली 2.5 के प्रश्न संख्या 7 से 9,719,www.youtube.com/embed/KW79QGuyg7M
